name,label
052_M_VideoRecall_0_00.wav,0
052_M_VideoRecall_0_01.wav,0
052_M_VideoRecall_0_02.wav,0
052_M_VideoRecall_1_00.wav,0
052_M_VideoRecall_1_01.wav,0
077_F_BadMemory_0_00.wav,0
077_F_BadMemory_0_01.wav,0
077_F_BadMemory_0_02.wav,0
077_F_BadMemory_1_00.wav,0
077_F_BadMemory_1_01.wav,0
077_F_BadMemory_1_02.wav,0
077_F_BadMemory_2_00.wav,0
077_F_BadMemory_2_01.wav,0
077_F_BadMemory_2_02.wav,0
077_F_BadMemory_3_00.wav,0
077_F_VideoRecall_0_00.wav,0
077_F_VideoRecall_0_01.wav,0
077_F_VideoRecall_0_02.wav,0
077_F_VideoRecall_1_00.wav,0
077_F_VideoRecall_1_01.wav,0
077_F_VideoRecall_1_02.wav,0
080_F_VideoRecall_0_00.wav,0
080_F_VideoRecall_0_01.wav,0
080_F_VideoRecall_0_02.wav,0
080_F_VideoRecall_1_00.wav,0
080_F_VideoRecall_1_01.wav,0
080_F_VideoRecall_1_02.wav,0
082_M_BadMemory_0_00.wav,0
082_M_BadMemory_0_01.wav,0
082_M_BadMemory_0_02.wav,0
082_M_BadMemory_1_00.wav,0
082_M_BadMemory_1_01.wav,0
082_M_BadMemory_1_02.wav,0
082_M_BadMemory_2_00.wav,0
082_M_BadMemory_2_01.wav,0
082_M_BadMemory_2_02.wav,0
082_M_BadMemory_3_00.wav,0
082_M_BadMemory_3_01.wav,0
082_M_BadMemory_3_02.wav,0
082_M_BadMemory_4_00.wav,0
082_M_VideoRecall_0_00.wav,0
082_M_VideoRecall_0_01.wav,0
082_M_VideoRecall_0_02.wav,0
082_M_VideoRecall_1_00.wav,0
082_M_VideoRecall_1_01.wav,0
082_M_VideoRecall_1_02.wav,0
082_M_VideoRecall_2_00.wav,0
082_M_VideoRecall_2_01.wav,0
082_M_VideoRecall_2_02.wav,0
082_M_VideoRecall_3_00.wav,0
082_M_VideoRecall_3_01.wav,0
082_M_VideoRecall_3_02.wav,0
083_M_BadMemory_0_00.wav,0
083_M_BadMemory_0_01.wav,0
083_M_BadMemory_0_02.wav,0
083_M_BadMemory_1_00.wav,0
083_M_BadMemory_1_01.wav,0
083_M_BadMemory_1_02.wav,0
083_M_BadMemory_2_00.wav,0
083_M_BadMemory_2_01.wav,0
083_M_BadMemory_2_02.wav,0
083_M_BadMemory_3_00.wav,0
083_M_BadMemory_3_01.wav,0
083_M_BadMemory_3_02.wav,0
083_M_BadMemory_4_00.wav,0
083_M_BadMemory_4_01.wav,0
083_M_BadMemory_4_02.wav,0
083_M_BadMemory_5_00.wav,0
083_M_BadMemory_5_01.wav,0
083_M_BadMemory_5_02.wav,0
083_M_BadMemory_6_00.wav,0
083_M_BadMemory_6_01.wav,0
083_M_BadMemory_6_02.wav,0
083_M_VideoRecall_0_00.wav,0
083_M_VideoRecall_0_01.wav,0
083_M_VideoRecall_0_02.wav,0
083_M_VideoRecall_1_00.wav,0
083_M_VideoRecall_1_01.wav,0
083_M_VideoRecall_1_02.wav,0
083_M_VideoRecall_2_00.wav,0
083_M_VideoRecall_2_01.wav,0
083_M_VideoRecall_2_02.wav,0
083_M_VideoRecall_3_00.wav,0
083_M_VideoRecall_3_01.wav,0
083_M_VideoRecall_3_02.wav,0
086_F_BadMemory_0_00.wav,0
086_F_BadMemory_0_01.wav,0
086_F_BadMemory_0_02.wav,0
