name,label
008_M_BadMemory_0_00.wav,0
008_M_BadMemory_0_01.wav,0
008_M_BadMemory_0_02.wav,0
008_M_BadMemory_1_00.wav,0
008_M_BadMemory_1_01.wav,0
008_M_BadMemory_1_02.wav,0
008_M_BadMemory_2_00.wav,0
008_M_BadMemory_2_01.wav,0
008_M_BadMemory_2_02.wav,0
008_M_BadMemory_3_00.wav,0
008_M_BadMemory_3_01.wav,0
008_M_BadMemory_3_02.wav,0
008_M_BadMemory_4_00.wav,0
008_M_BadMemory_4_01.wav,0
008_M_BadMemory_4_02.wav,0
008_M_BadMemory_5_00.wav,0
008_M_BadMemory_5_01.wav,0
008_M_BadMemory_5_02.wav,0
008_M_VideoRecall_0_00.wav,0
008_M_VideoRecall_0_01.wav,0
008_M_VideoRecall_0_02.wav,0
008_M_VideoRecall_1_00.wav,0
008_M_VideoRecall_1_01.wav,0
008_M_VideoRecall_1_02.wav,0
008_M_VideoRecall_2_00.wav,0
008_M_VideoRecall_2_01.wav,0
008_M_VideoRecall_2_02.wav,0
008_M_VideoRecall_3_00.wav,0
008_M_VideoRecall_3_01.wav,0
008_M_VideoRecall_3_02.wav,0
008_M_VideoRecall_4_00.wav,0
008_M_VideoRecall_4_01.wav,0
008_M_VideoRecall_4_02.wav,0
008_M_VideoRecall_5_00.wav,0
008_M_VideoRecall_5_01.wav,0
018_M_BadMemory_0_00.wav,0
018_M_BadMemory_0_01.wav,0
018_M_BadMemory_0_02.wav,0
018_M_BadMemory_1_00.wav,0
018_M_BadMemory_1_01.wav,0
018_M_BadMemory_1_02.wav,0
018_M_BadMemory_2_00.wav,0
018_M_BadMemory_2_01.wav,0
018_M_BadMemory_2_02.wav,0
018_M_BadMemory_3_00.wav,0
018_M_BadMemory_3_01.wav,0
018_M_BadMemory_3_02.wav,0
018_M_BadMemory_4_00.wav,0
018_M_BadMemory_4_01.wav,0
018_M_BadMemory_4_02.wav,0
018_M_BadMemory_5_00.wav,0
018_M_BadMemory_5_01.wav,0
018_M_BadMemory_5_02.wav,0
018_M_BadMemory_6_00.wav,0
018_M_BadMemory_6_01.wav,0
018_M_BadMemory_6_02.wav,0
018_M_VideoRecall_0_00.wav,0
018_M_VideoRecall_0_01.wav,0
018_M_VideoRecall_0_02.wav,0
018_M_VideoRecall_1_00.wav,0
018_M_VideoRecall_1_01.wav,0
018_M_VideoRecall_1_02.wav,0
018_M_VideoRecall_2_00.wav,0
018_M_VideoRecall_2_01.wav,0
023_F_VideoRecall_0_00.wav,0
023_F_VideoRecall_0_01.wav,0
023_F_VideoRecall_0_02.wav,0
023_F_VideoRecall_1_00.wav,0
023_F_VideoRecall_1_01.wav,0
023_F_VideoRecall_1_02.wav,0
023_F_VideoRecall_2_00.wav,0
023_F_VideoRecall_2_01.wav,0
023_F_VideoRecall_2_02.wav,0
023_F_VideoRecall_3_00.wav,0
023_F_VideoRecall_3_01.wav,0
024_M_BadMemory_0_00.wav,0
024_M_BadMemory_0_01.wav,0
024_M_BadMemory_0_02.wav,0
024_M_BadMemory_1_00.wav,0
024_M_BadMemory_1_01.wav,0
024_M_BadMemory_1_02.wav,0
024_M_BadMemory_2_00.wav,0
024_M_BadMemory_2_01.wav,0
024_M_BadMemory_2_02.wav,0
024_M_VideoRecall_0_00.wav,0
024_M_VideoRecall_0_01.wav,0
024_M_VideoRecall_0_02.wav,0
024_M_VideoRecall_1_00.wav,0
024_M_VideoRecall_1_01.wav,0
024_M_VideoRecall_1_02.wav,0
024_M_VideoRecall_2_00.wav,0
024_M_VideoRecall_2_01.wav,0
025_F_BadMemory_0_00.wav,0
025_F_BadMemory_0_01.wav,0
025_F_BadMemory_0_02.wav,0
025_F_BadMemory_1_00.wav,0
025_F_BadMemory_1_01.wav,0
025_F_BadMemory_1_02.wav,0
025_F_BadMemory_2_00.wav,0
025_F_VideoRecall_0_00.wav,0
025_F_VideoRecall_0_01.wav,0
025_F_VideoRecall_0_02.wav,0
025_F_VideoRecall_1_00.wav,0
025_F_VideoRecall_1_01.wav,0
026_F_BadMemory_0_00.wav,0
026_F_BadMemory_0_01.wav,0
026_F_BadMemory_0_02.wav,0
026_F_BadMemory_1_00.wav,0
026_F_BadMemory_1_01.wav,0
026_F_BadMemory_1_02.wav,0
026_F_BadMemory_2_00.wav,0
026_F_BadMemory_2_01.wav,0
026_F_VideoRecall_0_00.wav,0
026_F_VideoRecall_0_01.wav,0
026_F_VideoRecall_0_02.wav,0
026_F_VideoRecall_1_00.wav,0
030_M_BadMemory_0_00.wav,0
030_M_BadMemory_0_01.wav,0
030_M_BadMemory_0_02.wav,0
030_M_BadMemory_1_00.wav,0
030_M_BadMemory_1_01.wav,0
030_M_BadMemory_1_02.wav,0
030_M_BadMemory_2_00.wav,0
030_M_BadMemory_2_01.wav,0
031_F_BadMemory_0_00.wav,0
031_F_BadMemory_0_01.wav,0
031_F_BadMemory_0_02.wav,0
031_F_BadMemory_1_00.wav,0
031_F_BadMemory_1_01.wav,0
031_F_BadMemory_1_02.wav,0
031_F_VideoRecall_0_00.wav,0
031_F_VideoRecall_0_01.wav,0
031_F_VideoRecall_0_02.wav,0
031_F_VideoRecall_1_00.wav,0
031_F_VideoRecall_1_01.wav,0
031_F_VideoRecall_1_02.wav,0
031_F_VideoRecall_2_00.wav,0
031_F_VideoRecall_2_01.wav,0
031_F_VideoRecall_2_02.wav,0
031_F_VideoRecall_3_00.wav,0
031_F_VideoRecall_3_01.wav,0
031_F_VideoRecall_3_02.wav,0
031_F_VideoRecall_4_00.wav,0
032_M_VideoRecall_0_00.wav,0
032_M_VideoRecall_0_01.wav,0
032_M_VideoRecall_0_02.wav,0
032_M_VideoRecall_1_00.wav,0
032_M_VideoRecall_1_01.wav,0
032_M_VideoRecall_1_02.wav,0
032_M_VideoRecall_2_00.wav,0
032_M_VideoRecall_2_01.wav,0
032_M_VideoRecall_2_02.wav,0
032_M_VideoRecall_3_00.wav,0
032_M_VideoRecall_3_01.wav,0
032_M_VideoRecall_3_02.wav,0
032_M_VideoRecall_4_00.wav,0
032_M_VideoRecall_4_01.wav,0
032_M_VideoRecall_4_02.wav,0
032_M_VideoRecall_5_00.wav,0
032_M_VideoRecall_5_01.wav,0
032_M_VideoRecall_5_02.wav,0
032_M_VideoRecall_6_00.wav,0
033_F_VideoRecall_0_00.wav,0
033_F_VideoRecall_0_01.wav,0
033_F_VideoRecall_0_02.wav,0
033_F_VideoRecall_1_00.wav,0
033_F_VideoRecall_1_01.wav,0
